"","dateRep","day","month","year","cases","deaths","geoId","continentExp","countryterritoryCode","popData2018","countriesAndTerritories"
"12630","28/03/2020",28,3,2020,0,0,"LR","Africa","LBR",4818977,"Liberia"
"12631","27/03/2020",27,3,2020,0,0,"LR","Africa","LBR",4818977,"Liberia"
"12632","26/03/2020",26,3,2020,0,0,"LR","Africa","LBR",4818977,"Liberia"
"12633","25/03/2020",25,3,2020,0,0,"LR","Africa","LBR",4818977,"Liberia"
"12634","24/03/2020",24,3,2020,0,0,"LR","Africa","LBR",4818977,"Liberia"
"12635","23/03/2020",23,3,2020,0,0,"LR","Africa","LBR",4818977,"Liberia"
"12636","22/03/2020",22,3,2020,1,0,"LR","Africa","LBR",4818977,"Liberia"
"12637","21/03/2020",21,3,2020,0,0,"LR","Africa","LBR",4818977,"Liberia"
"12638","20/03/2020",20,3,2020,0,0,"LR","Africa","LBR",4818977,"Liberia"
"12639","19/03/2020",19,3,2020,0,0,"LR","Africa","LBR",4818977,"Liberia"
"12640","18/03/2020",18,3,2020,1,0,"LR","Africa","LBR",4818977,"Liberia"
"12641","17/03/2020",17,3,2020,1,0,"LR","Africa","LBR",4818977,"Liberia"
"12642","13/06/2020",13,6,2020,16,1,"LY","Africa","LBY",6678567,"Libya"
"12643","12/06/2020",12,6,2020,15,0,"LY","Africa","LBY",6678567,"Libya"
"12644","11/06/2020",11,6,2020,46,0,"LY","Africa","LBY",6678567,"Libya"
"12645","10/06/2020",10,6,2020,62,0,"LY","Africa","LBY",6678567,"Libya"
"12646","09/06/2020",9,6,2020,14,0,"LY","Africa","LBY",6678567,"Libya"
"12647","08/06/2020",8,6,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12648","07/06/2020",7,6,2020,17,0,"LY","Africa","LBY",6678567,"Libya"
"12649","06/06/2020",6,6,2020,43,0,"LY","Africa","LBY",6678567,"Libya"
"12650","05/06/2020",5,6,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12651","04/06/2020",4,6,2020,14,0,"LY","Africa","LBY",6678567,"Libya"
"12652","03/06/2020",3,6,2020,14,0,"LY","Africa","LBY",6678567,"Libya"
"12653","02/06/2020",2,6,2020,12,0,"LY","Africa","LBY",6678567,"Libya"
"12654","01/06/2020",1,6,2020,26,0,"LY","Africa","LBY",6678567,"Libya"
"12655","31/05/2020",31,5,2020,12,0,"LY","Africa","LBY",6678567,"Libya"
"12656","30/05/2020",30,5,2020,13,0,"LY","Africa","LBY",6678567,"Libya"
"12657","29/05/2020",29,5,2020,6,1,"LY","Africa","LBY",6678567,"Libya"
"12658","28/05/2020",28,5,2020,22,1,"LY","Africa","LBY",6678567,"Libya"
"12659","27/05/2020",27,5,2020,2,0,"LY","Africa","LBY",6678567,"Libya"
"12660","26/05/2020",26,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12661","25/05/2020",25,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12662","24/05/2020",24,5,2020,3,0,"LY","Africa","LBY",6678567,"Libya"
"12663","23/05/2020",23,5,2020,1,0,"LY","Africa","LBY",6678567,"Libya"
"12664","22/05/2020",22,5,2020,2,0,"LY","Africa","LBY",6678567,"Libya"
"12665","21/05/2020",21,5,2020,1,0,"LY","Africa","LBY",6678567,"Libya"
"12666","20/05/2020",20,5,2020,3,0,"LY","Africa","LBY",6678567,"Libya"
"12667","19/05/2020",19,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12668","18/05/2020",18,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12669","17/05/2020",17,5,2020,1,0,"LY","Africa","LBY",6678567,"Libya"
"12670","16/05/2020",16,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12671","15/05/2020",15,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12672","14/05/2020",14,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12673","13/05/2020",13,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12674","12/05/2020",12,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12675","11/05/2020",11,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12676","10/05/2020",10,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12677","09/05/2020",9,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12678","08/05/2020",8,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12679","07/05/2020",7,5,2020,1,0,"LY","Africa","LBY",6678567,"Libya"
"12680","06/05/2020",6,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12681","05/05/2020",5,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12682","04/05/2020",4,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12683","03/05/2020",3,5,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12684","02/05/2020",2,5,2020,2,0,"LY","Africa","LBY",6678567,"Libya"
"12685","01/05/2020",1,5,2020,0,1,"LY","Africa","LBY",6678567,"Libya"
"12686","30/04/2020",30,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12687","29/04/2020",29,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12688","28/04/2020",28,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12689","27/04/2020",27,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12690","26/04/2020",26,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12691","25/04/2020",25,4,2020,1,0,"LY","Africa","LBY",6678567,"Libya"
"12692","24/04/2020",24,4,2020,1,1,"LY","Africa","LBY",6678567,"Libya"
"12693","23/04/2020",23,4,2020,8,0,"LY","Africa","LBY",6678567,"Libya"
"12694","22/04/2020",22,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12695","21/04/2020",21,4,2020,2,0,"LY","Africa","LBY",6678567,"Libya"
"12696","20/04/2020",20,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12697","19/04/2020",19,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12698","18/04/2020",18,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12699","17/04/2020",17,4,2020,1,0,"LY","Africa","LBY",6678567,"Libya"
"12700","16/04/2020",16,4,2020,13,0,"LY","Africa","LBY",6678567,"Libya"
"12701","15/04/2020",15,4,2020,9,0,"LY","Africa","LBY",6678567,"Libya"
"12702","14/04/2020",14,4,2020,1,0,"LY","Africa","LBY",6678567,"Libya"
"12703","13/04/2020",13,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12704","12/04/2020",12,4,2020,1,0,"LY","Africa","LBY",6678567,"Libya"
"12705","11/04/2020",11,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12706","10/04/2020",10,4,2020,3,0,"LY","Africa","LBY",6678567,"Libya"
"12707","09/04/2020",9,4,2020,2,0,"LY","Africa","LBY",6678567,"Libya"
"12708","08/04/2020",8,4,2020,1,0,"LY","Africa","LBY",6678567,"Libya"
"12709","07/04/2020",7,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12710","06/04/2020",6,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12711","05/04/2020",5,4,2020,7,0,"LY","Africa","LBY",6678567,"Libya"
"12712","04/04/2020",4,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12713","03/04/2020",3,4,2020,1,1,"LY","Africa","LBY",6678567,"Libya"
"12714","02/04/2020",2,4,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12715","01/04/2020",1,4,2020,2,0,"LY","Africa","LBY",6678567,"Libya"
"12716","31/03/2020",31,3,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12717","30/03/2020",30,3,2020,7,0,"LY","Africa","LBY",6678567,"Libya"
"12718","29/03/2020",29,3,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12719","28/03/2020",28,3,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12720","27/03/2020",27,3,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12721","26/03/2020",26,3,2020,0,0,"LY","Africa","LBY",6678567,"Libya"
"12722","25/03/2020",25,3,2020,1,0,"LY","Africa","LBY",6678567,"Libya"
"12723","13/06/2020",13,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12724","12/06/2020",12,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12725","11/06/2020",11,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12726","10/06/2020",10,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12727","09/06/2020",9,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12728","08/06/2020",8,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12729","07/06/2020",7,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12730","06/06/2020",6,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12731","05/06/2020",5,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12732","04/06/2020",4,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12733","03/06/2020",3,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12734","02/06/2020",2,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12735","01/06/2020",1,6,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12736","31/05/2020",31,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12737","30/05/2020",30,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12738","29/05/2020",29,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12739","28/05/2020",28,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12740","27/05/2020",27,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12741","26/05/2020",26,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12742","25/05/2020",25,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12743","24/05/2020",24,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12744","23/05/2020",23,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12745","22/05/2020",22,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12746","21/05/2020",21,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12747","20/05/2020",20,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12748","19/05/2020",19,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12749","18/05/2020",18,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12750","17/05/2020",17,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12751","16/05/2020",16,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12752","15/05/2020",15,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12753","14/05/2020",14,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12754","13/05/2020",13,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12755","12/05/2020",12,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12756","11/05/2020",11,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12757","10/05/2020",10,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12758","09/05/2020",9,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12759","08/05/2020",8,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12760","07/05/2020",7,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12761","06/05/2020",6,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12762","05/05/2020",5,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12763","04/05/2020",4,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12764","03/05/2020",3,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12765","02/05/2020",2,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12766","01/05/2020",1,5,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12767","30/04/2020",30,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12768","29/04/2020",29,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12769","28/04/2020",28,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12770","27/04/2020",27,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12771","26/04/2020",26,4,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12772","25/04/2020",25,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12773","24/04/2020",24,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12774","23/04/2020",23,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12775","22/04/2020",22,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12776","21/04/2020",21,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12777","20/04/2020",20,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12778","19/04/2020",19,4,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12779","18/04/2020",18,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12780","17/04/2020",17,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12781","16/04/2020",16,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12782","15/04/2020",15,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12783","14/04/2020",14,4,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12784","13/04/2020",13,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12785","12/04/2020",12,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12786","11/04/2020",11,4,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12787","10/04/2020",10,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12788","09/04/2020",9,4,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12789","08/04/2020",8,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12790","07/04/2020",7,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12791","06/04/2020",6,4,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12792","05/04/2020",5,4,2020,2,1,"LI","Europe","LIE",37910,"Liechtenstein"
"12793","04/04/2020",4,4,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12794","03/04/2020",3,4,2020,3,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12795","02/04/2020",2,4,2020,4,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12796","01/04/2020",1,4,2020,4,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12797","31/03/2020",31,3,2020,2,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12798","30/03/2020",30,3,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12799","29/03/2020",29,3,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12800","28/03/2020",28,3,2020,4,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12801","27/03/2020",27,3,2020,5,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12802","26/03/2020",26,3,2020,4,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12803","25/03/2020",25,3,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12804","24/03/2020",24,3,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12805","23/03/2020",23,3,2020,10,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12806","22/03/2020",22,3,2020,2,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12807","21/03/2020",21,3,2020,9,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12808","20/03/2020",20,3,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12809","19/03/2020",19,3,2020,18,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12810","18/03/2020",18,3,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12811","17/03/2020",17,3,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12812","16/03/2020",16,3,2020,3,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12813","15/03/2020",15,3,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12814","14/03/2020",14,3,2020,0,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12815","13/03/2020",13,3,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12816","12/03/2020",12,3,2020,2,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12817","05/03/2020",5,3,2020,1,0,"LI","Europe","LIE",37910,"Liechtenstein"
"12818","13/06/2020",13,6,2020,4,0,"LT","Europe","LTU",2789533,"Lithuania"
"12819","12/06/2020",12,6,2020,19,0,"LT","Europe","LTU",2789533,"Lithuania"
"12820","11/06/2020",11,6,2020,6,2,"LT","Europe","LTU",2789533,"Lithuania"
"12821","10/06/2020",10,6,2020,7,1,"LT","Europe","LTU",2789533,"Lithuania"
"12822","09/06/2020",9,6,2020,6,0,"LT","Europe","LTU",2789533,"Lithuania"
"12823","08/06/2020",8,6,2020,9,0,"LT","Europe","LTU",2789533,"Lithuania"
"12824","07/06/2020",7,6,2020,11,0,"LT","Europe","LTU",2789533,"Lithuania"
"12825","06/06/2020",6,6,2020,7,0,"LT","Europe","LTU",2789533,"Lithuania"
"12826","05/06/2020",5,6,2020,3,0,"LT","Europe","LTU",2789533,"Lithuania"
"12827","04/06/2020",4,6,2020,2,0,"LT","Europe","LTU",2789533,"Lithuania"
"12828","03/06/2020",3,6,2020,4,1,"LT","Europe","LTU",2789533,"Lithuania"
"12829","02/06/2020",2,6,2020,3,0,"LT","Europe","LTU",2789533,"Lithuania"
"12830","01/06/2020",1,6,2020,5,0,"LT","Europe","LTU",2789533,"Lithuania"
"12831","31/05/2020",31,5,2020,8,2,"LT","Europe","LTU",2789533,"Lithuania"
"12832","30/05/2020",30,5,2020,6,0,"LT","Europe","LTU",2789533,"Lithuania"
"12833","29/05/2020",29,5,2020,9,2,"LT","Europe","LTU",2789533,"Lithuania"
"12834","28/05/2020",28,5,2020,8,1,"LT","Europe","LTU",2789533,"Lithuania"
"12835","27/05/2020",27,5,2020,4,2,"LT","Europe","LTU",2789533,"Lithuania"
"12836","26/05/2020",26,5,2020,12,0,"LT","Europe","LTU",2789533,"Lithuania"
"12837","25/05/2020",25,5,2020,7,0,"LT","Europe","LTU",2789533,"Lithuania"
"12838","24/05/2020",24,5,2020,12,2,"LT","Europe","LTU",2789533,"Lithuania"
"12839","23/05/2020",23,5,2020,10,0,"LT","Europe","LTU",2789533,"Lithuania"
"12840","22/05/2020",22,5,2020,17,1,"LT","Europe","LTU",2789533,"Lithuania"
"12841","21/05/2020",21,5,2020,15,0,"LT","Europe","LTU",2789533,"Lithuania"
"12842","20/05/2020",20,5,2020,15,1,"LT","Europe","LTU",2789533,"Lithuania"
"12843","19/05/2020",19,5,2020,6,3,"LT","Europe","LTU",2789533,"Lithuania"
"12844","18/05/2020",18,5,2020,7,1,"LT","Europe","LTU",2789533,"Lithuania"
"12845","17/05/2020",17,5,2020,11,1,"LT","Europe","LTU",2789533,"Lithuania"
"12846","16/05/2020",16,5,2020,12,0,"LT","Europe","LTU",2789533,"Lithuania"
"12847","15/05/2020",15,5,2020,6,0,"LT","Europe","LTU",2789533,"Lithuania"
"12848","14/05/2020",14,5,2020,14,4,"LT","Europe","LTU",2789533,"Lithuania"
"12849","13/05/2020",13,5,2020,6,0,"LT","Europe","LTU",2789533,"Lithuania"
"12850","12/05/2020",12,5,2020,6,0,"LT","Europe","LTU",2789533,"Lithuania"
"12851","11/05/2020",11,5,2020,35,0,"LT","Europe","LTU",2789533,"Lithuania"
"12852","10/05/2020",10,5,2020,8,1,"LT","Europe","LTU",2789533,"Lithuania"
"12853","09/05/2020",9,5,2020,3,0,"LT","Europe","LTU",2789533,"Lithuania"
"12854","08/05/2020",8,5,2020,5,1,"LT","Europe","LTU",2789533,"Lithuania"
"12855","07/05/2020",7,5,2020,5,2,"LT","Europe","LTU",2789533,"Lithuania"
"12856","06/05/2020",6,5,2020,4,0,"LT","Europe","LTU",2789533,"Lithuania"
"12857","05/05/2020",5,5,2020,9,0,"LT","Europe","LTU",2789533,"Lithuania"
"12858","04/05/2020",4,5,2020,4,0,"LT","Europe","LTU",2789533,"Lithuania"
"12859","03/05/2020",3,5,2020,7,1,"LT","Europe","LTU",2789533,"Lithuania"
"12860","02/05/2020",2,5,2020,14,0,"LT","Europe","LTU",2789533,"Lithuania"
"12861","01/05/2020",1,5,2020,10,0,"LT","Europe","LTU",2789533,"Lithuania"
"12862","30/04/2020",30,4,2020,31,1,"LT","Europe","LTU",2789533,"Lithuania"
"12863","29/04/2020",29,4,2020,-105,3,"LT","Europe","LTU",2789533,"Lithuania"
"12864","28/04/2020",28,4,2020,11,0,"LT","Europe","LTU",2789533,"Lithuania"
"12865","27/04/2020",27,4,2020,12,0,"LT","Europe","LTU",2789533,"Lithuania"
"12866","26/04/2020",26,4,2020,16,1,"LT","Europe","LTU",2789533,"Lithuania"
"12867","25/04/2020",25,4,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12868","24/04/2020",24,4,2020,12,2,"LT","Europe","LTU",2789533,"Lithuania"
"12869","23/04/2020",23,4,2020,28,0,"LT","Europe","LTU",2789533,"Lithuania"
"12870","22/04/2020",22,4,2020,20,1,"LT","Europe","LTU",2789533,"Lithuania"
"12871","21/04/2020",21,4,2020,24,1,"LT","Europe","LTU",2789533,"Lithuania"
"12872","20/04/2020",20,4,2020,28,3,"LT","Europe","LTU",2789533,"Lithuania"
"12873","19/04/2020",19,4,2020,59,0,"LT","Europe","LTU",2789533,"Lithuania"
"12874","18/04/2020",18,4,2020,90,1,"LT","Europe","LTU",2789533,"Lithuania"
"12875","17/04/2020",17,4,2020,58,3,"LT","Europe","LTU",2789533,"Lithuania"
"12876","16/04/2020",16,4,2020,21,5,"LT","Europe","LTU",2789533,"Lithuania"
"12877","15/04/2020",15,4,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12878","14/04/2020",14,4,2020,8,0,"LT","Europe","LTU",2789533,"Lithuania"
"12879","13/04/2020",13,4,2020,9,1,"LT","Europe","LTU",2789533,"Lithuania"
"12880","12/04/2020",12,4,2020,54,6,"LT","Europe","LTU",2789533,"Lithuania"
"12881","11/04/2020",11,4,2020,44,2,"LT","Europe","LTU",2789533,"Lithuania"
"12882","10/04/2020",10,4,2020,43,0,"LT","Europe","LTU",2789533,"Lithuania"
"12883","09/04/2020",9,4,2020,32,0,"LT","Europe","LTU",2789533,"Lithuania"
"12884","08/04/2020",8,4,2020,37,1,"LT","Europe","LTU",2789533,"Lithuania"
"12885","07/04/2020",7,4,2020,32,1,"LT","Europe","LTU",2789533,"Lithuania"
"12886","06/04/2020",6,4,2020,40,4,"LT","Europe","LTU",2789533,"Lithuania"
"12887","05/04/2020",5,4,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12888","04/04/2020",4,4,2020,122,0,"LT","Europe","LTU",2789533,"Lithuania"
"12889","03/04/2020",3,4,2020,68,1,"LT","Europe","LTU",2789533,"Lithuania"
"12890","02/04/2020",2,4,2020,48,1,"LT","Europe","LTU",2789533,"Lithuania"
"12891","01/04/2020",1,4,2020,49,0,"LT","Europe","LTU",2789533,"Lithuania"
"12892","31/03/2020",31,3,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12893","30/03/2020",30,3,2020,90,0,"LT","Europe","LTU",2789533,"Lithuania"
"12894","29/03/2020",29,3,2020,36,2,"LT","Europe","LTU",2789533,"Lithuania"
"12895","28/03/2020",28,3,2020,59,1,"LT","Europe","LTU",2789533,"Lithuania"
"12896","27/03/2020",27,3,2020,25,0,"LT","Europe","LTU",2789533,"Lithuania"
"12897","26/03/2020",26,3,2020,65,2,"LT","Europe","LTU",2789533,"Lithuania"
"12898","25/03/2020",25,3,2020,30,1,"LT","Europe","LTU",2789533,"Lithuania"
"12899","24/03/2020",24,3,2020,36,0,"LT","Europe","LTU",2789533,"Lithuania"
"12900","23/03/2020",23,3,2020,38,0,"LT","Europe","LTU",2789533,"Lithuania"
"12901","22/03/2020",22,3,2020,36,0,"LT","Europe","LTU",2789533,"Lithuania"
"12902","21/03/2020",21,3,2020,21,1,"LT","Europe","LTU",2789533,"Lithuania"
"12903","20/03/2020",20,3,2020,15,0,"LT","Europe","LTU",2789533,"Lithuania"
"12904","19/03/2020",19,3,2020,8,0,"LT","Europe","LTU",2789533,"Lithuania"
"12905","18/03/2020",18,3,2020,8,0,"LT","Europe","LTU",2789533,"Lithuania"
"12906","17/03/2020",17,3,2020,3,0,"LT","Europe","LTU",2789533,"Lithuania"
"12907","16/03/2020",16,3,2020,5,0,"LT","Europe","LTU",2789533,"Lithuania"
"12908","15/03/2020",15,3,2020,3,0,"LT","Europe","LTU",2789533,"Lithuania"
"12909","14/03/2020",14,3,2020,3,0,"LT","Europe","LTU",2789533,"Lithuania"
"12910","12/03/2020",12,3,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12911","11/03/2020",11,3,2020,2,0,"LT","Europe","LTU",2789533,"Lithuania"
"12912","02/03/2020",2,3,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12913","01/03/2020",1,3,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12914","29/02/2020",29,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12915","28/02/2020",28,2,2020,1,0,"LT","Europe","LTU",2789533,"Lithuania"
"12916","27/02/2020",27,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12917","26/02/2020",26,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12918","25/02/2020",25,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12919","24/02/2020",24,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12920","23/02/2020",23,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12921","22/02/2020",22,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12922","21/02/2020",21,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12923","20/02/2020",20,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12924","19/02/2020",19,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12925","18/02/2020",18,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12926","17/02/2020",17,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12927","16/02/2020",16,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12928","15/02/2020",15,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12929","14/02/2020",14,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12930","13/02/2020",13,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12931","12/02/2020",12,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12932","11/02/2020",11,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
"12933","10/02/2020",10,2,2020,0,0,"LT","Europe","LTU",2789533,"Lithuania"
