"","dateRep","day","month","year","cases","deaths","geoId","continentExp","countryterritoryCode","popData2018","countriesAndTerritories"
"5905","28/03/2020",28,3,2020,169,11,"DK","Europe","DNK",5797446,"Denmark"
"5906","27/03/2020",27,3,2020,153,7,"DK","Europe","DNK",5797446,"Denmark"
"5907","26/03/2020",26,3,2020,133,2,"DK","Europe","DNK",5797446,"Denmark"
"5908","25/03/2020",25,3,2020,131,8,"DK","Europe","DNK",5797446,"Denmark"
"5909","24/03/2020",24,3,2020,65,11,"DK","Europe","DNK",5797446,"Denmark"
"5910","23/03/2020",23,3,2020,69,0,"DK","Europe","DNK",5797446,"Denmark"
"5911","22/03/2020",22,3,2020,71,4,"DK","Europe","DNK",5797446,"Denmark"
"5912","21/03/2020",21,3,2020,104,3,"DK","Europe","DNK",5797446,"Denmark"
"5913","20/03/2020",20,3,2020,36,2,"DK","Europe","DNK",5797446,"Denmark"
"5914","19/03/2020",19,3,2020,91,0,"DK","Europe","DNK",5797446,"Denmark"
"5915","18/03/2020",18,3,2020,92,3,"DK","Europe","DNK",5797446,"Denmark"
"5916","17/03/2020",17,3,2020,57,0,"DK","Europe","DNK",5797446,"Denmark"
"5917","16/03/2020",16,3,2020,48,1,"DK","Europe","DNK",5797446,"Denmark"
"5918","15/03/2020",15,3,2020,23,0,"DK","Europe","DNK",5797446,"Denmark"
"5919","14/03/2020",14,3,2020,128,0,"DK","Europe","DNK",5797446,"Denmark"
"5920","13/03/2020",13,3,2020,160,0,"DK","Europe","DNK",5797446,"Denmark"
"5921","12/03/2020",12,3,2020,252,0,"DK","Europe","DNK",5797446,"Denmark"
"5922","11/03/2020",11,3,2020,151,0,"DK","Europe","DNK",5797446,"Denmark"
"5923","10/03/2020",10,3,2020,75,0,"DK","Europe","DNK",5797446,"Denmark"
"5924","09/03/2020",9,3,2020,7,0,"DK","Europe","DNK",5797446,"Denmark"
"5925","08/03/2020",8,3,2020,8,0,"DK","Europe","DNK",5797446,"Denmark"
"5926","07/03/2020",7,3,2020,3,0,"DK","Europe","DNK",5797446,"Denmark"
"5927","06/03/2020",6,3,2020,10,0,"DK","Europe","DNK",5797446,"Denmark"
"5928","05/03/2020",5,3,2020,2,0,"DK","Europe","DNK",5797446,"Denmark"
"5929","04/03/2020",4,3,2020,3,0,"DK","Europe","DNK",5797446,"Denmark"
"5930","03/03/2020",3,3,2020,1,0,"DK","Europe","DNK",5797446,"Denmark"
"5931","02/03/2020",2,3,2020,1,0,"DK","Europe","DNK",5797446,"Denmark"
"5932","01/03/2020",1,3,2020,1,0,"DK","Europe","DNK",5797446,"Denmark"
"5933","29/02/2020",29,2,2020,1,0,"DK","Europe","DNK",5797446,"Denmark"
"5934","28/02/2020",28,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5935","27/02/2020",27,2,2020,1,0,"DK","Europe","DNK",5797446,"Denmark"
"5936","26/02/2020",26,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5937","25/02/2020",25,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5938","24/02/2020",24,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5939","23/02/2020",23,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5940","22/02/2020",22,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5941","21/02/2020",21,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5942","20/02/2020",20,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5943","19/02/2020",19,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5944","18/02/2020",18,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5945","17/02/2020",17,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5946","16/02/2020",16,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5947","15/02/2020",15,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5948","14/02/2020",14,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5949","13/02/2020",13,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5950","12/02/2020",12,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5951","11/02/2020",11,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5952","10/02/2020",10,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5953","09/02/2020",9,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5954","08/02/2020",8,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5955","07/02/2020",7,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5956","06/02/2020",6,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5957","05/02/2020",5,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5958","04/02/2020",4,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5959","03/02/2020",3,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5960","02/02/2020",2,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5961","01/02/2020",1,2,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5962","31/01/2020",31,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5963","30/01/2020",30,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5964","29/01/2020",29,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5965","28/01/2020",28,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5966","27/01/2020",27,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5967","26/01/2020",26,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5968","25/01/2020",25,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5969","24/01/2020",24,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5970","23/01/2020",23,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5971","22/01/2020",22,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5972","21/01/2020",21,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5973","20/01/2020",20,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5974","19/01/2020",19,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5975","18/01/2020",18,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5976","17/01/2020",17,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5977","16/01/2020",16,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5978","15/01/2020",15,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5979","14/01/2020",14,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5980","13/01/2020",13,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5981","12/01/2020",12,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5982","11/01/2020",11,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5983","10/01/2020",10,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5984","09/01/2020",9,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5985","08/01/2020",8,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5986","07/01/2020",7,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5987","06/01/2020",6,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5988","05/01/2020",5,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5989","04/01/2020",4,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5990","03/01/2020",3,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5991","02/01/2020",2,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5992","01/01/2020",1,1,2020,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5993","31/12/2019",31,12,2019,0,0,"DK","Europe","DNK",5797446,"Denmark"
"5994","13/06/2020",13,6,2020,43,1,"DJ","Africa","DJI",958920,"Djibouti"
"5995","12/06/2020",12,6,2020,25,3,"DJ","Africa","DJI",958920,"Djibouti"
"5996","11/06/2020",11,6,2020,42,0,"DJ","Africa","DJI",958920,"Djibouti"
"5997","10/06/2020",10,6,2020,53,3,"DJ","Africa","DJI",958920,"Djibouti"
"5998","09/06/2020",9,6,2020,71,3,"DJ","Africa","DJI",958920,"Djibouti"
"5999","08/06/2020",8,6,2020,38,2,"DJ","Africa","DJI",958920,"Djibouti"
"6000","07/06/2020",7,6,2020,46,0,"DJ","Africa","DJI",958920,"Djibouti"
"6001","06/06/2020",6,6,2020,69,0,"DJ","Africa","DJI",958920,"Djibouti"
"6002","05/06/2020",5,6,2020,119,0,"DJ","Africa","DJI",958920,"Djibouti"
"6003","04/06/2020",4,6,2020,156,1,"DJ","Africa","DJI",958920,"Djibouti"
"6004","03/06/2020",3,6,2020,210,1,"DJ","Africa","DJI",958920,"Djibouti"
"6005","02/06/2020",2,6,2020,215,0,"DJ","Africa","DJI",958920,"Djibouti"
"6006","01/06/2020",1,6,2020,160,2,"DJ","Africa","DJI",958920,"Djibouti"
"6007","31/05/2020",31,5,2020,280,2,"DJ","Africa","DJI",958920,"Djibouti"
"6008","30/05/2020",30,5,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6009","29/05/2020",29,5,2020,217,2,"DJ","Africa","DJI",958920,"Djibouti"
"6010","28/05/2020",28,5,2020,229,4,"DJ","Africa","DJI",958920,"Djibouti"
"6011","27/05/2020",27,5,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6012","26/05/2020",26,5,2020,198,4,"DJ","Africa","DJI",958920,"Djibouti"
"6013","25/05/2020",25,5,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6014","24/05/2020",24,5,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6015","23/05/2020",23,5,2020,223,0,"DJ","Africa","DJI",958920,"Djibouti"
"6016","22/05/2020",22,5,2020,219,1,"DJ","Africa","DJI",958920,"Djibouti"
"6017","21/05/2020",21,5,2020,310,2,"DJ","Africa","DJI",958920,"Djibouti"
"6018","20/05/2020",20,5,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6019","19/05/2020",19,5,2020,117,3,"DJ","Africa","DJI",958920,"Djibouti"
"6020","18/05/2020",18,5,2020,70,0,"DJ","Africa","DJI",958920,"Djibouti"
"6021","17/05/2020",17,5,2020,22,0,"DJ","Africa","DJI",958920,"Djibouti"
"6022","16/05/2020",16,5,2020,25,1,"DJ","Africa","DJI",958920,"Djibouti"
"6023","15/05/2020",15,5,2020,16,0,"DJ","Africa","DJI",958920,"Djibouti"
"6024","14/05/2020",14,5,2020,12,0,"DJ","Africa","DJI",958920,"Djibouti"
"6025","13/05/2020",13,5,2020,29,0,"DJ","Africa","DJI",958920,"Djibouti"
"6026","12/05/2020",12,5,2020,17,0,"DJ","Africa","DJI",958920,"Djibouti"
"6027","11/05/2020",11,5,2020,21,0,"DJ","Africa","DJI",958920,"Djibouti"
"6028","10/05/2020",10,5,2020,54,0,"DJ","Africa","DJI",958920,"Djibouti"
"6029","09/05/2020",9,5,2020,2,0,"DJ","Africa","DJI",958920,"Djibouti"
"6030","08/05/2020",8,5,2020,13,0,"DJ","Africa","DJI",958920,"Djibouti"
"6031","07/05/2020",7,5,2020,0,1,"DJ","Africa","DJI",958920,"Djibouti"
"6032","06/05/2020",6,5,2020,4,0,"DJ","Africa","DJI",958920,"Djibouti"
"6033","05/05/2020",5,5,2020,4,0,"DJ","Africa","DJI",958920,"Djibouti"
"6034","04/05/2020",4,5,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6035","03/05/2020",3,5,2020,15,0,"DJ","Africa","DJI",958920,"Djibouti"
"6036","02/05/2020",2,5,2020,8,0,"DJ","Africa","DJI",958920,"Djibouti"
"6037","01/05/2020",1,5,2020,12,0,"DJ","Africa","DJI",958920,"Djibouti"
"6038","30/04/2020",30,4,2020,5,0,"DJ","Africa","DJI",958920,"Djibouti"
"6039","29/04/2020",29,4,2020,37,0,"DJ","Africa","DJI",958920,"Djibouti"
"6040","28/04/2020",28,4,2020,12,0,"DJ","Africa","DJI",958920,"Djibouti"
"6041","27/04/2020",27,4,2020,15,0,"DJ","Africa","DJI",958920,"Djibouti"
"6042","26/04/2020",26,4,2020,9,0,"DJ","Africa","DJI",958920,"Djibouti"
"6043","25/04/2020",25,4,2020,13,0,"DJ","Africa","DJI",958920,"Djibouti"
"6044","24/04/2020",24,4,2020,12,0,"DJ","Africa","DJI",958920,"Djibouti"
"6045","23/04/2020",23,4,2020,29,0,"DJ","Africa","DJI",958920,"Djibouti"
"6046","22/04/2020",22,4,2020,99,0,"DJ","Africa","DJI",958920,"Djibouti"
"6047","21/04/2020",21,4,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6048","20/04/2020",20,4,2020,114,0,"DJ","Africa","DJI",958920,"Djibouti"
"6049","19/04/2020",19,4,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6050","18/04/2020",18,4,2020,141,0,"DJ","Africa","DJI",958920,"Djibouti"
"6051","17/04/2020",17,4,2020,156,0,"DJ","Africa","DJI",958920,"Djibouti"
"6052","16/04/2020",16,4,2020,72,0,"DJ","Africa","DJI",958920,"Djibouti"
"6053","15/04/2020",15,4,2020,65,0,"DJ","Africa","DJI",958920,"Djibouti"
"6054","14/04/2020",14,4,2020,84,0,"DJ","Africa","DJI",958920,"Djibouti"
"6055","13/04/2020",13,4,2020,27,0,"DJ","Africa","DJI",958920,"Djibouti"
"6056","12/04/2020",12,4,2020,37,1,"DJ","Africa","DJI",958920,"Djibouti"
"6057","11/04/2020",11,4,2020,10,0,"DJ","Africa","DJI",958920,"Djibouti"
"6058","10/04/2020",10,4,2020,5,1,"DJ","Africa","DJI",958920,"Djibouti"
"6059","09/04/2020",9,4,2020,14,0,"DJ","Africa","DJI",958920,"Djibouti"
"6060","08/04/2020",8,4,2020,31,0,"DJ","Africa","DJI",958920,"Djibouti"
"6061","07/04/2020",7,4,2020,31,0,"DJ","Africa","DJI",958920,"Djibouti"
"6062","06/04/2020",6,4,2020,8,0,"DJ","Africa","DJI",958920,"Djibouti"
"6063","05/04/2020",5,4,2020,10,0,"DJ","Africa","DJI",958920,"Djibouti"
"6064","04/04/2020",4,4,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6065","03/04/2020",3,4,2020,7,0,"DJ","Africa","DJI",958920,"Djibouti"
"6066","02/04/2020",2,4,2020,3,0,"DJ","Africa","DJI",958920,"Djibouti"
"6067","01/04/2020",1,4,2020,5,0,"DJ","Africa","DJI",958920,"Djibouti"
"6068","31/03/2020",31,3,2020,7,0,"DJ","Africa","DJI",958920,"Djibouti"
"6069","30/03/2020",30,3,2020,4,0,"DJ","Africa","DJI",958920,"Djibouti"
"6070","29/03/2020",29,3,2020,2,0,"DJ","Africa","DJI",958920,"Djibouti"
"6071","28/03/2020",28,3,2020,1,0,"DJ","Africa","DJI",958920,"Djibouti"
"6072","27/03/2020",27,3,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6073","26/03/2020",26,3,2020,9,0,"DJ","Africa","DJI",958920,"Djibouti"
"6074","25/03/2020",25,3,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6075","24/03/2020",24,3,2020,2,0,"DJ","Africa","DJI",958920,"Djibouti"
"6076","23/03/2020",23,3,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6077","22/03/2020",22,3,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6078","21/03/2020",21,3,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6079","20/03/2020",20,3,2020,0,0,"DJ","Africa","DJI",958920,"Djibouti"
"6080","19/03/2020",19,3,2020,1,0,"DJ","Africa","DJI",958920,"Djibouti"
"6081","13/06/2020",13,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6082","12/06/2020",12,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6083","11/06/2020",11,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6084","10/06/2020",10,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6085","09/06/2020",9,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6086","08/06/2020",8,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6087","07/06/2020",7,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6088","06/06/2020",6,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6089","05/06/2020",5,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6090","04/06/2020",4,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6091","03/06/2020",3,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6092","02/06/2020",2,6,2020,2,0,"DM","America","DMA",71625,"Dominica"
"6093","01/06/2020",1,6,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6094","31/05/2020",31,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6095","30/05/2020",30,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6096","29/05/2020",29,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6097","28/05/2020",28,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6098","27/05/2020",27,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6099","26/05/2020",26,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6100","25/05/2020",25,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6101","24/05/2020",24,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6102","23/05/2020",23,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6103","22/05/2020",22,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6104","21/05/2020",21,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6105","20/05/2020",20,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6106","19/05/2020",19,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6107","18/05/2020",18,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6108","17/05/2020",17,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6109","16/05/2020",16,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6110","15/05/2020",15,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6111","14/05/2020",14,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6112","13/05/2020",13,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6113","12/05/2020",12,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6114","11/05/2020",11,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6115","10/05/2020",10,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6116","09/05/2020",9,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6117","08/05/2020",8,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6118","07/05/2020",7,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6119","06/05/2020",6,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6120","05/05/2020",5,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6121","04/05/2020",4,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6122","03/05/2020",3,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6123","02/05/2020",2,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6124","01/05/2020",1,5,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6125","30/04/2020",30,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6126","29/04/2020",29,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6127","28/04/2020",28,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6128","27/04/2020",27,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6129","26/04/2020",26,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6130","25/04/2020",25,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6131","24/04/2020",24,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6132","23/04/2020",23,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6133","22/04/2020",22,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6134","21/04/2020",21,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6135","20/04/2020",20,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6136","19/04/2020",19,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6137","18/04/2020",18,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6138","17/04/2020",17,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6139","16/04/2020",16,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6140","15/04/2020",15,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6141","14/04/2020",14,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6142","13/04/2020",13,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6143","12/04/2020",12,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6144","11/04/2020",11,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6145","10/04/2020",10,4,2020,1,0,"DM","America","DMA",71625,"Dominica"
"6146","09/04/2020",9,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6147","08/04/2020",8,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6148","07/04/2020",7,4,2020,1,0,"DM","America","DMA",71625,"Dominica"
"6149","06/04/2020",6,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6150","05/04/2020",5,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6151","04/04/2020",4,4,2020,2,0,"DM","America","DMA",71625,"Dominica"
"6152","03/04/2020",3,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6153","02/04/2020",2,4,2020,1,0,"DM","America","DMA",71625,"Dominica"
"6154","01/04/2020",1,4,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6155","31/03/2020",31,3,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6156","30/03/2020",30,3,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6157","29/03/2020",29,3,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6158","28/03/2020",28,3,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6159","27/03/2020",27,3,2020,4,0,"DM","America","DMA",71625,"Dominica"
"6160","26/03/2020",26,3,2020,5,0,"DM","America","DMA",71625,"Dominica"
"6161","25/03/2020",25,3,2020,1,0,"DM","America","DMA",71625,"Dominica"
"6162","24/03/2020",24,3,2020,0,0,"DM","America","DMA",71625,"Dominica"
"6163","23/03/2020",23,3,2020,1,0,"DM","America","DMA",71625,"Dominica"
"6164","13/06/2020",13,6,2020,571,7,"DO","America","DOM",10627165,"Dominican_Republic"
"6165","12/06/2020",12,6,2020,629,11,"DO","America","DOM",10627165,"Dominican_Republic"
"6166","11/06/2020",11,6,2020,393,6,"DO","America","DOM",10627165,"Dominican_Republic"
"6167","10/06/2020",10,6,2020,289,5,"DO","America","DOM",10627165,"Dominican_Republic"
"6168","09/06/2020",9,6,2020,526,1,"DO","America","DOM",10627165,"Dominican_Republic"
"6169","08/06/2020",8,6,2020,405,2,"DO","America","DOM",10627165,"Dominican_Republic"
"6170","07/06/2020",7,6,2020,487,11,"DO","America","DOM",10627165,"Dominican_Republic"
"6171","06/06/2020",6,6,2020,389,5,"DO","America","DOM",10627165,"Dominican_Republic"
"6172","05/06/2020",5,6,2020,279,4,"DO","America","DOM",10627165,"Dominican_Republic"
"6173","04/06/2020",4,6,2020,288,1,"DO","America","DOM",10627165,"Dominican_Republic"
"6174","03/06/2020",3,6,2020,180,13,"DO","America","DOM",10627165,"Dominican_Republic"
"6175","02/06/2020",2,6,2020,287,0,"DO","America","DOM",10627165,"Dominican_Republic"
"6176","01/06/2020",1,6,2020,377,4,"DO","America","DOM",10627165,"Dominican_Republic"
"6177","31/05/2020",31,5,2020,377,10,"DO","America","DOM",10627165,"Dominican_Republic"
"6178","30/05/2020",30,5,2020,463,3,"DO","America","DOM",10627165,"Dominican_Republic"
"6179","29/05/2020",29,5,2020,345,11,"DO","America","DOM",10627165,"Dominican_Republic"
"6180","28/05/2020",28,5,2020,459,6,"DO","America","DOM",10627165,"Dominican_Republic"
"6181","27/05/2020",27,5,2020,191,8,"DO","America","DOM",10627165,"Dominican_Republic"
"6182","26/05/2020",26,5,2020,651,2,"DO","America","DOM",10627165,"Dominican_Republic"
"6183","25/05/2020",25,5,2020,0,0,"DO","America","DOM",10627165,"Dominican_Republic"
"6184","24/05/2020",24,5,2020,433,2,"DO","America","DOM",10627165,"Dominican_Republic"
"6185","23/05/2020",23,5,2020,332,8,"DO","America","DOM",10627165,"Dominican_Republic"
"6186","22/05/2020",22,5,2020,180,2,"DO","America","DOM",10627165,"Dominican_Republic"
"6187","21/05/2020",21,5,2020,254,5,"DO","America","DOM",10627165,"Dominican_Republic"
"6188","20/05/2020",20,5,2020,498,7,"DO","America","DOM",10627165,"Dominican_Republic"
"6189","19/05/2020",19,5,2020,411,6,"DO","America","DOM",10627165,"Dominican_Republic"
"6190","18/05/2020",18,5,2020,421,4,"DO","America","DOM",10627165,"Dominican_Republic"
"6191","17/05/2020",17,5,2020,154,0,"DO","America","DOM",10627165,"Dominican_Republic"
"6192","16/05/2020",16,5,2020,419,2,"DO","America","DOM",10627165,"Dominican_Republic"
"6193","15/05/2020",15,5,2020,124,13,"DO","America","DOM",10627165,"Dominican_Republic"
"6194","14/05/2020",14,5,2020,296,7,"DO","America","DOM",10627165,"Dominican_Republic"
"6195","13/05/2020",13,5,2020,266,9,"DO","America","DOM",10627165,"Dominican_Republic"
"6196","12/05/2020",12,5,2020,287,5,"DO","America","DOM",10627165,"Dominican_Republic"
"6197","11/05/2020",11,5,2020,465,3,"DO","America","DOM",10627165,"Dominican_Republic"
"6198","10/05/2020",10,5,2020,506,5,"DO","America","DOM",10627165,"Dominican_Republic"
"6199","09/05/2020",9,5,2020,281,7,"DO","America","DOM",10627165,"Dominican_Republic"
"6200","08/05/2020",8,5,2020,288,11,"DO","America","DOM",10627165,"Dominican_Republic"
"6201","07/05/2020",7,5,2020,327,8,"DO","America","DOM",10627165,"Dominican_Republic"
"6202","06/05/2020",6,5,2020,245,8,"DO","America","DOM",10627165,"Dominican_Republic"
"6203","05/05/2020",5,5,2020,281,13,"DO","America","DOM",10627165,"Dominican_Republic"
"6204","04/05/2020",4,5,2020,376,7,"DO","America","DOM",10627165,"Dominican_Republic"
"6205","03/05/2020",3,5,2020,290,13,"DO","America","DOM",10627165,"Dominican_Republic"
"6206","02/05/2020",2,5,2020,316,12,"DO","America","DOM",10627165,"Dominican_Republic"
"6207","01/05/2020",1,5,2020,320,8,"DO","America","DOM",10627165,"Dominican_Republic"
"6208","30/04/2020",30,4,2020,236,7,"DO","America","DOM",10627165,"Dominican_Republic"
"6209","29/04/2020",29,4,2020,281,8,"DO","America","DOM",10627165,"Dominican_Republic"
"6210","28/04/2020",28,4,2020,0,0,"DO","America","DOM",10627165,"Dominican_Republic"
"6211","27/04/2020",27,4,2020,209,5,"DO","America","DOM",10627165,"Dominican_Republic"
"6212","26/04/2020",26,4,2020,177,6,"DO","America","DOM",10627165,"Dominican_Republic"
"6213","25/04/2020",25,4,2020,206,2,"DO","America","DOM",10627165,"Dominican_Republic"
"6214","24/04/2020",24,4,2020,243,5,"DO","America","DOM",10627165,"Dominican_Republic"
"6215","23/04/2020",23,4,2020,256,15,"DO","America","DOM",10627165,"Dominican_Republic"
